reference_number;entry_date;amount;debit_account_code;credit_account_code;debit_account_name_src;credit_account_name_src;txn_description;classification_code;work_item_code;expenses_code;transaction_classification name;work_items  descrip;expenses_categories description
76-01;30/08/2024;15388832.67;4110;1210;إيرادات العقود الإنشائية الأساسية;ذمم تجارية - العملاء;تعويضات 3;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
77-01;30/08/2024;65955;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;تعويضات 3;8;1;93;قيد سداد الايراد;مصاريف ادارية;دمغة هندسية
77-02;30/08/2024;88035.9;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;تعويضات 3;8;1;95;قيد سداد الايراد;مصاريف ادارية;دمغة عادية
77-03;30/08/2024;264107.7;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;تعويضات 3;8;1;96;قيد سداد الايراد;مصاريف ادارية;دمغة اضافية
77-04;30/08/2024;153888.3267;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;تعويضات 3;8;1;99;قيد سداد الايراد;مصاريف ادارية;صندوق تحيا مصر
77-05;30/08/2024;36;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;تعويضات 3;8;1;104;قيد سداد الايراد;مصاريف ادارية;تنميه موارد
77-06;30/08/2024;769441.69;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;تعويضات 3;8;1;103;قيد سداد الايراد;مصاريف ادارية;ضمان نهائي 5%
77-07;30/08/2024;146560.35;1210;2430;ذمم تجارية - العملاء;ضرائب استقطاع عند المنبع مستحقة;تعويضات 3;8;;30008;قيد سداد الايراد;;ضرائب ت - ص 1%
77-08;30/08/2024;732801.65;1210;2410;ذمم تجارية - العملاء;ضريبة القيمة المضافة على المخرجات;تعويضات 3;8;;30007;قيد سداد الايراد;;ضرائب قيمة مضافة 5%
78-01;30/08/2024;12252004.05;1210;1120;ذمم تجارية - العملاء;البنوك;تعويضات 3;8;30000;40000;قيد سداد الايراد;شركة البركة;بنك مصر رقم حساب
78-02;30/08/2024;916002;1210;1120;ذمم تجارية - العملاء;البنوك;تعويضات 3;8;30001;40000;قيد سداد الايراد;شركة الحديبية;بنك مصر رقم حساب
79-01;30/09/2024;3901238;4110;1210;إيرادات العقود الإنشائية الأساسية;ذمم تجارية - العملاء;مستخلص رقم 28;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
79-02;30/09/2024;289442.55;4110;1340;إيرادات العقود الإنشائية الأساسية;مواد لدى مواقع العملاء (تشوينات);مستخلص رقم 28;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
80-01;30/09/2024;17962.5;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 28;8;1;93;قيد سداد الايراد;مصاريف ادارية;دمغة هندسية
80-02;30/09/2024;24246.45;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 28;8;1;95;قيد سداد الايراد;مصاريف ادارية;دمغة عادية
80-03;30/09/2024;72139.35;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 28;8;1;96;قيد سداد الايراد;مصاريف ادارية;دمغة اضافية
80-04;30/09/2024;39012.38;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 28;8;1;99;قيد سداد الايراد;مصاريف ادارية;صندوق تحيا مصر
80-05;30/09/2024;36;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 28;8;1;104;قيد سداد الايراد;مصاريف ادارية;تنميه موارد
80-06;30/09/2024;37154.65;1210;2430;ذمم تجارية - العملاء;ضرائب استقطاع عند المنبع مستحقة;مستخلص رقم 28;8;;30008;قيد سداد الايراد;;ضرائب ت - ص 1%
80-07;30/09/2024;195061.9;1210;1220;ذمم تجارية - العملاء;مستحقات محتجزة من العقود;مستخلص رقم 28;8;;30009;قيد سداد الايراد;;تأمين ضمان اعمال  5%
80-08;30/09/2024;9753.095;1210;1220;ذمم تجارية - العملاء;مستحقات محتجزة من العقود;مستخلص رقم 28;8;;30010;قيد سداد الايراد;;ازالة مخلفات 0.25%
80-09;30/09/2024;185773.25;1210;2410;ذمم تجارية - العملاء;ضريبة القيمة المضافة على المخرجات;مستخلص رقم 28;8;;30007;قيد سداد الايراد;;ضرائب قيمة مضافة 5%
80-10;30/09/2024;419068.055;1210;2230;ذمم تجارية - العملاء;دفعات مقدمة من العملاء / التزامات تعاقدية;مستخلص رقم 28;8;;30006;قيد سداد الايراد;;استهلاك الدفعة المقدمة 10%
81-01;30/09/2024;2958255.92;1210;1120;ذمم تجارية - العملاء;البنوك;مستخلص رقم 28;8;30000;40000;قيد سداد الايراد;شركة البركة;بنك مصر رقم حساب
81-02;30/09/2024;232217;1210;1120;ذمم تجارية - العملاء;البنوك;مستخلص رقم 28;8;30001;40000;قيد سداد الايراد;شركة الحديبية;بنك مصر رقم حساب
203-01;17/05/2022;12986057;2230;1120;دفعات مقدمة من العملاء / التزامات تعاقدية;البنوك;دفعه مقدمه لافتتاح المشروع;8;30000;40000;قيد سداد الايراد;شركة البركة;بنك مصر رقم حساب
203-02;17/05/2022;3493709;2230;1120;دفعات مقدمة من العملاء / التزامات تعاقدية;البنوك;دفعه مقدمه لافتتاح المشروع;8;30001;40000;قيد سداد الايراد;شركة الحديبية;بنك مصر رقم حساب
234-01;28/02/2023;296636;1120;1120;البنوك;البنوك;حصم هامش خطاب ضمان الدفعة المقدمة;8;30001;40000;قيد سداد الايراد;شركة الحديبية;بنك مصر رقم حساب
235-01;18/12/2022;72000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
236-01;21/12/2022;200000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
237-01;22/12/2022;300000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
238-01;25/12/2022;60000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
239-01;30/12/2022;5000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
240-01;01/01/2023;150000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
241-01;02/01/2023;1588000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
242-01;02/01/2023;1650000;1120;2110;البنوك;ذمم تجارية - موردي المواد;دفعه من ح ( شركه الكومي للصلب);6;26;5184;دفعة مورد;حديد;الكومى للصلب
243-01;04/01/2023;100000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
244-01;05/01/2023;550000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل للحاج ماهر  حديد العتال;6;26;5190;دفعة مورد;حديد;العتال للصلب
245-01;05/01/2023;1100000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل لهيمكس ;6;25;5178;دفعة مورد;خرسانة جاهزة;شركة هيمكس
246-01;06/01/2023;750000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل للحاج ماهر  حديد العتال;6;6;5190;دفعة مورد;خرسانة مسلحة;العتال للصلب
247-01;10/01/2023;675000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل للصلبه;6;26;5175;دفعة مورد;حديد;شركة الصلبة
248-01;10/01/2023;1141000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل للحاج ماهر  حديد العتال;6;26;5190;دفعة مورد;حديد;العتال للصلب
249-01;11/01/2023;131000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
250-01;12/01/2023;250000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
251-01;12/01/2023;210000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل لهيمكس ;6;25;5178;دفعة مورد;خرسانة جاهزة;شركة هيمكس
252-01;16/01/2023;479600;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل لسيراميكا كيلوا باترا;6;9;5192;دفعة مورد;سيراميك;سيراميكا كيلوباترا
253-01;19/01/2023;745000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
254-01;23/01/2023;138000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
255-01;23/01/2023;215000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل للمدينه للصلب;6;26;5177;دفعة مورد;حديد;شركة المدينة
256-01;26/01/2023;198000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
257-01;29/01/2023;1917000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل للحمد ستيل للحديد ( الريناد);6;26;5209;دفعة مورد;حديد; الحمد ستيل احمد عاطف
258-01;02/02/2023;950000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
259-01;07/02/2023;150000;1120;2110;البنوك;ذمم تجارية - موردي المواد;دفعه من ح ( شركه الكومي للصلب);6;26;5184;دفعة مورد;حديد;الكومى للصلب
260-01;09/02/2023;290000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
261-01;16/02/2023;1075000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
262-01;26/02/2023;100000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
263-01;01/03/2023;20000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
264-01;02/03/2023;300000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
265-01;06/03/2023;1000000;1120;2110;البنوك;ذمم تجارية - موردي المواد;دفعه من ح ( شركه الكومي للصلب);6;26;5184;دفعة مورد;حديد;الكومى للصلب
266-01;06/03/2023;420000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
267-01;07/03/2023;800000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
268-01;08/03/2023;275000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
269-01;09/03/2023;950000;1120;2110;البنوك;ذمم تجارية - موردي المواد;دفعه من ح ( شركه الكومي للصلب);6;26;5184;دفعة مورد;حديد;الكومى للصلب
270-01;12/03/2023;800000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل لهيمكس ;6;25;5178;دفعة مورد;خرسانة جاهزة;شركة هيمكس
271-01;12/03/2023;75000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
272-01;15/03/2023;215000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
273-01;16/03/2023;350000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
274-01;16/03/2023;150000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل لهيمكس ;6;25;5178;دفعة مورد;خرسانة جاهزة;شركة هيمكس
275-01;19/03/2023;105000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
276-01;21/03/2023;402000;1120;2110;البنوك;ذمم تجارية - موردي المواد;تحويل للحمد ستيل للحديد ( الريناد);6;26;5209;دفعة مورد;حديد; الحمد ستيل احمد عاطف
277-01;22/03/2023;590000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
278-01;22/03/2023;860000;1120;2110;البنوك;ذمم تجارية - موردي المواد;دفعه من ح ( شركه الكومي للصلب);6;26;5184;دفعة مورد;حديد;الكومى للصلب
279-01;25/03/2023;6000;1120;5100;البنوك;تكاليف تنفيذ مباشرة;تحويل للاستاذ محمد مرعي ;2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
280-01;27/03/2025;280000;1120;1110;البنوك;الخزينة;عهده موقع;1;;10000;وارد خزينة;;عهده موقع
