tx_key,entry_number,entry_date,description,notes,total_debits,total_credits,lines_total_count,description_ar,notes_ar,approval_status,status,approval_method,is_posted
2289|2023-11-09,2289,2023-11-09,دفعه من حساب مورد الاسمنت شركه الفتح ,nan,115650.0,125650.0,6,دفعه من حساب مورد الاسمنت شركه الفتح ,nan,approved,approved,line_based,True
228|2022-10-17,228,2022-10-17,باقي حساب سياره  الموقع امير 2,nan,150.0,150.0,2,باقي حساب سياره  الموقع امير 2,nan,approved,approved,line_based,True
2290|2023-11-12,2290,2023-11-12,دفعه من مستخلص نجاره محمد مختار,nan,9600.0,0.0,11,دفعه من مستخلص نجاره محمد مختار,nan,approved,approved,line_based,True
2290|2023-11-14,2290,2023-11-14,الي ح/ النقديه(شراء 30 لفه فايبر من مشروع العمارات في المنصوره ),nan,7080.0,0.0,4,الي ح/ النقديه(شراء 30 لفه فايبر من مشروع العمارات في المنصوره ),nan,approved,approved,line_based,True
2290|2023-11-15,2290,2023-11-15,يوميه تلبيش جانبيه 37تخصم علي  محمد شحاته النجار,nan,2535.0,0.0,7,يوميه تلبيش جانبيه 37تخصم علي  محمد شحاته النجار,nan,approved,approved,line_based,True
2290|2023-11-16,2290,2023-11-16,دفعه من حساب شركه الفتح للاسمنت,nan,371300.0,390515.0,21,دفعه من حساب شركه الفتح للاسمنت,nan,approved,approved,line_based,True
2291|2023-11-18,2291,2023-11-18,بنزين +جاز ,nan,1600.0,0.0,4,بنزين +جاز ,nan,approved,approved,line_based,True
2291|2023-11-20,2291,2023-11-20,سهره استشاري صب مسلحه 39+ اكراميه بمب,nan,30475.0,0.0,16,سهره استشاري صب مسلحه 39+ اكراميه بمب,nan,approved,approved,line_based,True
2291|2023-11-21,2291,2023-11-21,رسم تحويل من بنك اهلي علي الحساب ,nan,3870.0,0.0,7,رسم تحويل من بنك اهلي علي الحساب ,nan,approved,approved,line_based,True
2291|2023-11-22,2291,2023-11-22,سلفه للأستاذ حسن من راتب شهر 11,nan,43330.0,79275.0,7,سلفه للأستاذ حسن من راتب شهر 11,nan,approved,approved,line_based,True
2292|2023-11-23,2292,2023-11-23,جاز للمولد الكبير ,nan,4005.0,0.0,5,جاز للمولد الكبير ,nan,approved,approved,line_based,True
2292|2023-11-26,2292,2023-11-26,سياره الاستشاري عن شهر 9و10,nan,286475.0,290480.0,25,سياره الاستشاري عن شهر 9و10,nan,approved,approved,line_based,True
2293|2023-11-28,2293,2023-11-28,بنزين لماكينه المياه ,nan,4180.0,0.0,10,بنزين لماكينه المياه ,nan,approved,approved,line_based,True
2293|2023-11-29,2293,2023-11-29,شراء اخشاب (500عرق خشب *144ج +1000نقل +60كرتات طريق+100كراميه تحميل +300 تنزيل الخشب في الموقع +140غذاء+400سياره امير للذهاب للمرج والموقع حتي الساعه 9.5مساءا,nan,139620.0,143800.0,4,شراء اخشاب (500عرق خشب *144ج +1000نقل +60كرتات طريق+100كراميه تحميل +300 تنزيل الخشب في الموقع +140غذاء+400سياره امير للذهاب للمرج والموقع حتي الساعه 9.5مساءا,nan,approved,approved,line_based,True
2294|2023-11-30,2294,2023-11-30,دفعه من شركه نورالدين لتوريدات الكهرباء,nan,335850.0,335850.0,23,دفعه من شركه نورالدين لتوريدات الكهرباء,nan,approved,approved,line_based,True
2295|2023-12-03,2295,2023-12-03,من حساب سياره الموقع ,nan,16800.0,0.0,4,من حساب سياره الموقع ,nan,approved,approved,line_based,True
2295|2023-12-04,2295,2023-12-04,سلفه من راتب المهندس احمد توفيق عن شهر 11واخري من فلوس الخشب,nan,14220.0,0.0,13,سلفه من راتب المهندس احمد توفيق عن شهر 11واخري من فلوس الخشب,nan,approved,approved,line_based,True
2295|2023-12-06,2295,2023-12-06,شكاه مسما رلمحمد مختار,nan,3150.0,0.0,5,شكاه مسما رلمحمد مختار,nan,approved,approved,line_based,True
2295|2023-12-07,2295,2023-12-07,ايجار شقه المهندسين عن شهر 11,nan,235913.0,270083.0,17,ايجار شقه المهندسين عن شهر 11,nan,approved,approved,line_based,True
2296|2023-12-09,2296,2023-12-09,بنزين للمولد,nan,670.0,0.0,5,بنزين للمولد,nan,approved,approved,line_based,True
2296|2023-12-10,2296,2023-12-10,دفعه من حساب الفرمجي محمد نصر ,nan,11720.0,0.0,7,دفعه من حساب الفرمجي محمد نصر ,nan,approved,approved,line_based,True
2296|2023-12-11,2296,2023-12-11,بنزين للمولد,nan,5730.0,0.0,5,بنزين للمولد,nan,approved,approved,line_based,True
2296|2023-12-12,2296,2023-12-12,سلسله حديد,nan,131000.0,149120.0,11,سلسله حديد,nan,approved,approved,line_based,True
2297|2023-12-13,2297,2023-12-13,يوميات تسليم حلوق تخصم علي م. خالد,nan,50210.0,0.0,25,يوميات تسليم حلوق تخصم علي م. خالد,nan,approved,approved,line_based,True
2297|2023-12-14,2297,2023-12-14,دفعه من حساب شركه الفتح للاسمنت,nan,214000.0,264210.0,12,دفعه من حساب شركه الفتح للاسمنت,nan,approved,approved,line_based,True
2298|2023-12-16,2298,2023-12-16,الي ح/ النقديه (2 لفه سلك رباط في المخزن,nan,6535.0,0.0,8,الي ح/ النقديه (2 لفه سلك رباط في المخزن,nan,approved,approved,line_based,True
2298|2023-12-17,2298,2023-12-17,دفعه من مستخلص مقاول الحلوق الجديد,nan,175040.0,0.0,13,دفعه من مستخلص مقاول الحلوق الجديد,nan,approved,approved,line_based,True
2298|2023-12-20,2298,2023-12-20,كرتات طريق سياره ا علي  للذهاب للقاهره ,nan,243375.0,424950.0,8,كرتات طريق سياره ا علي  للذهاب للقاهره ,nan,approved,approved,line_based,True
2299|2023-12-21,2299,2023-12-21,دفعه من حساب شركه الفتح للاسمنت,nan,388015.0,0.0,22,دفعه من حساب شركه الفتح للاسمنت,nan,approved,approved,line_based,True
2299|2023-12-22,2299,2023-12-22,الي ح/ النقديه (من مستخلص نجاره حلوق ايمن,nan,29260.0,417275.0,27,الي ح/ النقديه (من مستخلص نجاره حلوق ايمن,nan,approved,approved,line_based,True
22|2022-10-02,22,2022-10-02,شراء بسكوت للاعمده والاسقف   (مخزن),nan,350.0,350.0,2,شراء بسكوت للاعمده والاسقف   (مخزن),nan,approved,approved,line_based,True
22|2023-03-30,22,2023-03-30,مستخلص رقم 10,nan,5676980.88,5676980.8,3,مستخلص رقم 10,nan,approved,approved,line_based,True
2300|2023-12-26,2300,2023-12-26,دفعه من حساب سياره الموقع ,nan,12840.0,0.0,13,دفعه من حساب سياره الموقع ,nan,approved,approved,line_based,True
2300|2023-12-27,2300,2023-12-27,20جلبه 2بوصه و5وصله سخان 40سم لسباكه داخلي عماره 24,nan,2545.0,15385.0,11,20جلبه 2بوصه و5وصله سخان 40سم لسباكه داخلي عماره 24,nan,approved,approved,line_based,True
2301|2023-12-28,2301,2023-12-28,دفعه من حساب شركه الفتح للاسمنت,nan,194950.0,0.0,16,دفعه من حساب شركه الفتح للاسمنت,nan,approved,approved,line_based,True
2301|2023-12-31,2301,2023-12-31,سلفه للمهندس احمد توفيق عن شهر 12,nan,413650.0,608600.0,6,سلفه للمهندس احمد توفيق عن شهر 12,nan,approved,approved,line_based,True
2302|2024-01-01,2302,2024-01-01,من حساب العماله محمد السوداني,nan,40935.0,0.0,19,من حساب العماله محمد السوداني,nan,approved,approved,line_based,True
2302|2024-01-02,2302,2024-01-02,دفعه من حساب شركه البسمله ,nan,41900.0,82835.0,14,دفعه من حساب شركه البسمله ,nan,approved,approved,line_based,True
2303|2024-01-02,2303,2024-01-02,ايرادات اخري ( بيع خرده),nan,4900.0,4900.0,2,ايرادات اخري ( بيع خرده),nan,approved,approved,line_based,True
2304|2024-01-03,2304,2024-01-03,دفعه من حساب شركه الدوليه ( فيجا ),nan,176612.0,0.0,10,دفعه من حساب شركه الدوليه ( فيجا ),nan,approved,approved,line_based,True
2304|2024-01-05,2304,2024-01-05,سلفه من راتب الغفير جلال  من راتب شهر 1,nan,2000.0,0.0,1,سلفه من راتب الغفير جلال  من راتب شهر 1,nan,approved,approved,line_based,True
2304|2024-01-07,2304,2024-01-07,مياه وضيافه للاستشاري,nan,9060.0,0.0,11,مياه وضيافه للاستشاري,nan,approved,approved,line_based,True
2304|2024-01-08,2304,2024-01-08,باقي رواتب شهر 12,nan,22610.0,210282.0,29,باقي رواتب شهر 12,nan,approved,approved,line_based,True
2305|2024-01-11,2305,2024-01-11,ثمن 6 مكعبات تم فقدهم من الموقع ويخصموا علي الغفير خلف,nan,920050.0,920050.0,35,ثمن 6 مكعبات تم فقدهم من الموقع ويخصموا علي الغفير خلف,nan,approved,approved,line_based,True
2306|2024-01-12,2306,2024-01-12,فلاشه للمكتب الفني 128جيجا,nan,1800.0,0.0,7,فلاشه للمكتب الفني 128جيجا,nan,approved,approved,line_based,True
2306|2024-01-13,2306,2024-01-13,شكاره مسمار تخصم علي مقاول النجاره منتصر 2,nan,12685.0,0.0,11,شكاره مسمار تخصم علي مقاول النجاره منتصر 2,nan,approved,approved,line_based,True
2306|2024-01-15,2306,2024-01-15,اكراميه لم حديد من الموقع,nan,51740.0,0.0,18,اكراميه لم حديد من الموقع,nan,approved,approved,line_based,True
2306|2024-01-16,2306,2024-01-16,حساب بانيوهات شركه حورس,nan,51632.0,0.0,15,حساب بانيوهات شركه حورس,nan,approved,approved,line_based,True
2306|2024-01-18,2306,2024-01-18,اجر احضار سلك العينه من العاشر,nan,121200.0,239057.0,15,اجر احضار سلك العينه من العاشر,nan,approved,approved,line_based,True
2307|2024-01-20,2307,2024-01-20,4سلك رباط في المخزن,nan,8550.0,0.0,5,4سلك رباط في المخزن,nan,approved,approved,line_based,True
2307|2024-01-21,2307,2024-01-21,جاز للمولد الكبير,nan,36330.0,44880.0,13,جاز للمولد الكبير,nan,approved,approved,line_based,True
2308|2024-01-22,2308,2024-01-22,دفعه من مستخلص الفرمجي محمد نصر,nan,83000.0,0.0,8,دفعه من مستخلص الفرمجي محمد نصر,nan,approved,approved,line_based,True
2308|2024-01-23,2308,2024-01-23,شراء 2 شكاره مسمار تخصم علي محمد مختار النجار,nan,17430.0,0.0,14,شراء 2 شكاره مسمار تخصم علي محمد مختار النجار,nan,approved,approved,line_based,True
2308|2024-01-24,2308,2024-01-24,شنطه لعهده البدرشيني,nan,58725.0,0.0,11,شنطه لعهده البدرشيني,nan,approved,approved,line_based,True
2308|2024-01-25,2308,2024-01-25,دفعه من حساب شركه نورالدين لتوريدات الكهرباء,nan,1203850.0,1363005.0,27,دفعه من حساب شركه نورالدين لتوريدات الكهرباء,nan,approved,approved,line_based,True
2309|2024-01-27,2309,2024-01-27,جاز للمولد الكبير,nan,81240.0,0.0,7,جاز للمولد الكبير,nan,approved,approved,line_based,True
2309|2024-01-29,2309,2024-01-29,دفعه من حساب ايرون فيست صالح,nan,47460.0,0.0,17,دفعه من حساب ايرون فيست صالح,nan,approved,approved,line_based,True
2309|2024-01-31,2309,2024-01-31,شراء 2قفل للمخزن,nan,99350.0,228050.0,10,شراء 2قفل للمخزن,nan,approved,approved,line_based,True
230|2022-10-17,230,2022-10-17,سهره استشاري صب اعمده 28يوم السبت 15/10,nan,200.0,200.0,2,سهره استشاري صب اعمده 28يوم السبت 15/10,nan,approved,approved,line_based,True
230|2025-05-24,230,2025-05-24,سلفيات,nan,250000.0,250000.0,2,سلفيات,nan,approved,approved,line_based,True
2310|2024-02-01,2310,2024-02-01,سلفه من راتب م احمد توفيق عن شهر 1,nan,22526.0,0.0,8,سلفه من راتب م احمد توفيق عن شهر 1,nan,approved,approved,line_based,True
2310|2024-02-04,2310,2024-02-04,دفعه من حساب الاتحاد العربي للمونه البيضاء,nan,58250.0,0.0,12,دفعه من حساب الاتحاد العربي للمونه البيضاء,nan,approved,approved,line_based,True
2310|2024-02-05,2310,2024-02-05,بنزين لماكينه المياه 2 ماكينه,nan,15620.0,0.0,7,بنزين لماكينه المياه 2 ماكينه,nan,approved,approved,line_based,True
2310|2024-02-07,2310,2024-02-07,دفعه من  مستخلص عزل علي عزل 0 السيد رجب),nan,756843.0,853239.0,37,دفعه من  مستخلص عزل علي عزل 0 السيد رجب),nan,approved,approved,line_based,True
2311|2024-02-10,2311,2024-02-10,لاصق للعزل بالخصم علي  علي عزل,nan,10875.0,0.0,16,لاصق للعزل بالخصم علي  علي عزل,nan,approved,approved,line_based,True
2311|2024-02-13,2311,2024-02-13,نقل القمط من الموان للموقع ,nan,106370.0,117245.0,13,نقل القمط من الموان للموقع ,nan,approved,approved,line_based,True
2312|2024-02-17,2312,2024-02-17,دفعه من مستخلص حلوق احمد واسامه ,nan,156690.0,0.0,18,دفعه من مستخلص حلوق احمد واسامه ,nan,approved,approved,line_based,True
2312|2024-02-20,2312,2024-02-20,مياه للموقع ,nan,301695.0,458385.0,13,مياه للموقع ,nan,approved,approved,line_based,True
2313|2024-02-25,2313,2024-02-25,دفعه من مستخلص نجاره منتصر 2,nan,144350.0,144350.0,14,دفعه من مستخلص نجاره منتصر 2,nan,approved,approved,line_based,True
2314|2024-02-26,2314,2024-02-26,بنزين للماكينه الماه ,nan,79075.0,0.0,20,بنزين للماكينه الماه ,nan,approved,approved,line_based,True
2314|2024-02-27,2314,2024-02-27,دفعه من حساب العماله السودانيه ,nan,24384.0,0.0,14,دفعه من حساب العماله السودانيه ,nan,approved,approved,line_based,True
