reference_number,transaction_date,description,total_debit,total_credit,org_id
590,2022-11-05,دفعه من حساب شركه الطيب ,350.00,350.00,d5789445-11e3-4ad6-9297-b56521675114
590,2025-04-17,تحويل لشركه ليسيكو للسيراميك,250000.00,250000.00,d5789445-11e3-4ad6-9297-b56521675114
591,2025-04-17,دفعه من ح الريماك لتوريد الاسلاك الكهربائيه,430000.00,430000.00,d5789445-11e3-4ad6-9297-b56521675114
592,2022-11-07,اجر عامل تنظيف قصيه 43.31.تركيب بسكوت سقف ارضي 44.,56.00,56.00,d5789445-11e3-4ad6-9297-b56521675114
592,2025-04-18,دفعه من مستخلص مقاول المباني رامي,50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
593,2025-04-18,عهده موقع,209000.00,209000.00,d5789445-11e3-4ad6-9297-b56521675114
594,2022-11-07,اجر عامل تنظيف قصيه 43.31.تركيب بسكوت سقف ارضي 44.,56.00,56.00,d5789445-11e3-4ad6-9297-b56521675114
594,2025-04-24,دفعه من مستخلص مقاول المباني رامي,50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
595,2025-04-26,عهده موقع,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
596,2022-11-07,اجر عامل تنظيف قصيه 43.31.تركيب بسكوت سقف ارضي 44.,57.00,57.00,d5789445-11e3-4ad6-9297-b56521675114
596,2025-04-26,عهده موقع,4900.00,4900.00,d5789445-11e3-4ad6-9297-b56521675114
597,2025-04-28,تحويل لشركه ليسيكو للسيراميك,1000000.00,1000000.00,d5789445-11e3-4ad6-9297-b56521675114
598,2022-11-07,سلفه للمهندس محمود من راتب شهر 10,600.00,600.00,d5789445-11e3-4ad6-9297-b56521675114
598,2025-04-28,دفعه من مستخلص مقاول المباني رامي,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
599,2025-04-28,دفعه من ح ابومؤمن مقاول الكريتال,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
600,2022-11-07,من ح/ شركه الصلبه للحديد ( تحويل بنكي ),269700.00,269700.00,d5789445-11e3-4ad6-9297-b56521675114
600,2025-04-28,توريد حلوق من شركه ابو النجا  ( احمد مورد الحلوق ),50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
601,2025-04-28,تحويل للحمد ستيل للحديد ( الريناد),295000.00,295000.00,d5789445-11e3-4ad6-9297-b56521675114
602,2022-11-07,دفعه من مستخلص الكهرباء ( هشام),5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
602,2025-04-29,تحويل لهيمكس ,400000.00,400000.00,d5789445-11e3-4ad6-9297-b56521675114
603,2025-04-29,توريد حلوق من شركه ابو النجا  ( احمد مورد الحلوق ),475000.00,475000.00,d5789445-11e3-4ad6-9297-b56521675114
604,2022-11-07,دفعه من مستخلص المباني ( رامي ),100000.00,100000.00,d5789445-11e3-4ad6-9297-b56521675114
604,2025-04-29,دفعه من ح الريماك لتوريد الاسلاك الكهربائيه,170000.00,170000.00,d5789445-11e3-4ad6-9297-b56521675114
605,2025-04-29,عهده موقع,298000.00,298000.00,d5789445-11e3-4ad6-9297-b56521675114
606,2022-11-07,دفعه من حساب مورد الكهرباء ( شركه عز),20000.00,20000.00,d5789445-11e3-4ad6-9297-b56521675114
606,2025-04-29,عهده موقع,375000.00,375000.00,d5789445-11e3-4ad6-9297-b56521675114
607,2025-04-29,دفعه من ح شركه فاست تراك للاطقم الصحي ( ايمن الريماس),126000.00,126000.00,d5789445-11e3-4ad6-9297-b56521675114
608,2022-11-07,دفعه من حساب شركه المعمار لتوريد الخرسانه,400000.00,400000.00,d5789445-11e3-4ad6-9297-b56521675114
608,2025-04-30,حصم هامش خطاب ضمان الدفعة المقدمة,497890.00,497890.00,d5789445-11e3-4ad6-9297-b56521675114
609,2025-05-01,دفعه من مستخلص مقاول المباني رامي,100000.00,100000.00,d5789445-11e3-4ad6-9297-b56521675114
610,2022-11-07,دفعه من مستخلص نجاره محمد جمال,20000.00,20000.00,d5789445-11e3-4ad6-9297-b56521675114
610,2025-05-05,دفعه من مستخلص حسام جمال upvc,225000.00,225000.00,d5789445-11e3-4ad6-9297-b56521675114
611,2025-05-05,دفعه من ح محمد خلف مقاول القراميد ,100000.00,100000.00,d5789445-11e3-4ad6-9297-b56521675114
612,2022-11-07,دفعه من مستخلص نجاره منتصر,15000.00,15000.00,d5789445-11e3-4ad6-9297-b56521675114
612,2025-05-05,عهده موقع,95000.00,95000.00,d5789445-11e3-4ad6-9297-b56521675114
613,2025-05-05,دفعه من ح احمد عاطف مورد الاسمنت,201000.00,201000.00,d5789445-11e3-4ad6-9297-b56521675114
614,2022-11-07,دفعه من مستخلص نجاره علي محمد,40000.00,40000.00,d5789445-11e3-4ad6-9297-b56521675114
614,2025-05-06,عهده موقع,40000.00,40000.00,d5789445-11e3-4ad6-9297-b56521675114
615,2025-05-08,توريد حلوق من شركه ابو النجا  ( احمد مورد الحلوق ),230000.00,230000.00,d5789445-11e3-4ad6-9297-b56521675114
616,2022-11-07,دفعه من مستخلص نجاره محمد صبري ,10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
616,2025-05-08,عهده موقع,1075000.00,1075000.00,d5789445-11e3-4ad6-9297-b56521675114
617,2025-05-08,عهده موقع,375000.00,375000.00,d5789445-11e3-4ad6-9297-b56521675114
618,2022-11-07,دفعه من مستخلص نجاره محمد محمد شحاته,10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
618,2025-05-10,دفعه من ح شركه المعمار للخرسانه,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
619,2025-05-10,عهده موقع,219000.00,219000.00,d5789445-11e3-4ad6-9297-b56521675114
620,2022-11-08,اكراميه بمب صب سقف اول 24,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
620,2025-05-12,عهده موقع,71000.00,71000.00,d5789445-11e3-4ad6-9297-b56521675114
621,2025-05-12,دفعه من ح احمد عاطف مورد الاسمنت,175000.00,175000.00,d5789445-11e3-4ad6-9297-b56521675114
622,2022-11-08,دفعه من حساب الفرمجي محمد نصر,500.00,500.00,d5789445-11e3-4ad6-9297-b56521675114
622,2025-05-14,دفعه من مستخلص مقاول المباني رامي,152000.00,152000.00,d5789445-11e3-4ad6-9297-b56521675114
623,2025-05-14,دفعه من ح ابومؤمن مقاول الكريتال,151000.00,151000.00,d5789445-11e3-4ad6-9297-b56521675114
624,2022-11-08,حساب محمد فوزي مياه,2350.00,2350.00,d5789445-11e3-4ad6-9297-b56521675114
624,2025-05-14,دفعه من ح احمد عاطف مورد الاسمنت,231000.00,231000.00,d5789445-11e3-4ad6-9297-b56521675114
625,2025-05-14,دفعه من ح هاني ويف لتوريدات السباكه,128000.00,128000.00,d5789445-11e3-4ad6-9297-b56521675114
626,2022-11-08,2يوميه تركيب بسكوت كمر 42.25.وسقف ارضي 38وسقف اول 31واعمده اول 27 .بتاريخ 11/10,68.00,68.00,d5789445-11e3-4ad6-9297-b56521675114
626,2025-05-15,عهده موقع,1265000.00,1265000.00,d5789445-11e3-4ad6-9297-b56521675114
627,2025-05-24,دفعه من ح شركه بطيئه لتوريد الخلاطات ,110000.00,110000.00,d5789445-11e3-4ad6-9297-b56521675114
628,2022-11-08,2يوميه تركيب بسكوت كمر 42.25.وسقف ارضي 38وسقف اول 31واعمده اول 27 .بتاريخ 11/10,68.00,68.00,d5789445-11e3-4ad6-9297-b56521675114
628,2025-05-22,عهده موقع,1800000.00,1800000.00,d5789445-11e3-4ad6-9297-b56521675114
629,2025-05-24,تحويل للحمد ستيل للحديد ( الريناد),250000.00,250000.00,d5789445-11e3-4ad6-9297-b56521675114
630,2022-11-08,2يوميه تركيب بسكوت كمر 42.25.وسقف ارضي 38وسقف اول 31واعمده اول 27 .بتاريخ 11/10,68.00,68.00,d5789445-11e3-4ad6-9297-b56521675114
630,2025-05-26,مصاريف اداريه ,1500.00,1500.00,d5789445-11e3-4ad6-9297-b56521675114
631,2025-05-28,تحويل للحمد ستيل للحديد ( الريناد),248000.00,248000.00,d5789445-11e3-4ad6-9297-b56521675114
632,2022-11-08,2يوميه تركيب بسكوت كمر 42.25.وسقف ارضي 38وسقف اول 31واعمده اول 27 .بتاريخ 11/10,68.00,68.00,d5789445-11e3-4ad6-9297-b56521675114
633,2025-05-29,عهده موقع,370000.00,370000.00,d5789445-11e3-4ad6-9297-b56521675114
634,2022-11-08,2يوميه تركيب بسكوت كمر 42.25.وسقف ارضي 38وسقف اول 31واعمده اول 27 .بتاريخ 11/10,68.00,68.00,d5789445-11e3-4ad6-9297-b56521675114
634,2025-05-31,دفعه من ح شركه المعمار للخرسانه,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
635,2025-04-09,دفعه من مستخلص حسام جمال upvc,1540000.00,1540000.00,d5789445-11e3-4ad6-9297-b56521675114
636,2022-11-08,اكراميه بمب صب سقف اول 32,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
636,2025-06-04,عهده موقع,1900000.00,1900000.00,d5789445-11e3-4ad6-9297-b56521675114
637,2025-06-05,تحويل للحمد ستيل للحديد ( الريناد),300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
638,2022-11-08,اكراميه بمب صب سقف ارضي 29,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
638,2025-06-17,دفعه من ح شركه المعمار للخرسانه,167000.00,167000.00,d5789445-11e3-4ad6-9297-b56521675114
639,2025-06-17,عهده موقع,30000.00,30000.00,d5789445-11e3-4ad6-9297-b56521675114
640,2022-11-08,مقدم شراء دكاك يدوي جديد 7.5 حصان 120 ك,4400.00,4400.00,d5789445-11e3-4ad6-9297-b56521675114
640,2025-06-17,دفعه من ح شركه المعمار للخرسانه,140000.00,140000.00,d5789445-11e3-4ad6-9297-b56521675114
641,2025-06-17,عهده موقع,95000.00,95000.00,d5789445-11e3-4ad6-9297-b56521675114
642,2022-11-08,شراء عتله لترفيع الحديد اثناءتركيب البسكوت,90.00,90.00,d5789445-11e3-4ad6-9297-b56521675114
642,2025-06-17,دفعه من ح هاني ويف لتوريدات السباكه,120000.00,120000.00,d5789445-11e3-4ad6-9297-b56521675114
643,2025-06-17,دفعه من ح الريماك لتوريد الاسلاك الكهربائيه,270900.00,270900.00,d5789445-11e3-4ad6-9297-b56521675114
644,2022-11-08,شراء كبيات وسكر وماء للكرافان,145.00,145.00,d5789445-11e3-4ad6-9297-b56521675114
644,2025-06-19,دفعه من ح الريماك لتوريد الاسلاك الكهربائيه,380000.00,380000.00,d5789445-11e3-4ad6-9297-b56521675114
645,2025-06-24,تحويل للحمد ستيل للحديد ( الريناد),50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
646,2022-11-08,حساب شركه الطيب لتوريد البسكوت,2400.00,2400.00,d5789445-11e3-4ad6-9297-b56521675114
646,2025-06-24,دفعه من مستخلص مقاول المباني رامي,50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
647,2025-06-24,دفعه من ح شركه فاست تراك للاطقم الصحي ( ايمن الريماس),50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
648,2022-11-08,اجر احضار دكاك يدوي بتاريخ 1/11,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
648,2025-06-24,دفعه من ح مارك موسي لتوريد الخلاطات,65000.00,65000.00,d5789445-11e3-4ad6-9297-b56521675114
649,2025-06-26,عهده موقع,100000.00,100000.00,d5789445-11e3-4ad6-9297-b56521675114
650,2022-11-08,سهره استشاري صب سقف ارضي 29بتاريخ 6/11,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
650,2025-06-26,دفعه من ح شركه بطيئه لتوريد الخلاطات ,50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
651,2025-06-30,دفعه من ح احمد عاطف مورد الاسمنت,50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
652,2022-11-08,غفره العرب عن شهر 10,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
652,2025-07-02,مصاريف اداريه ,1480.00,1480.00,d5789445-11e3-4ad6-9297-b56521675114
653,2025-07-03,دفعه من ح كابيتال بلاست اكسسوارات كهرباء ,160000.00,160000.00,d5789445-11e3-4ad6-9297-b56521675114
654,2022-11-08,اكراميه 2 سياره حديد لانهم وزنوا ,400.00,400.00,d5789445-11e3-4ad6-9297-b56521675114
654,2025-06-22,عهده موقع,150000.00,150000.00,d5789445-11e3-4ad6-9297-b56521675114
655,2025-07-07,دفعه من ح احمد عاطف مورد الاسمنت,50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
656,2022-11-08,دفعه من مستخلص نجاره ابراهيم ,15000.00,15000.00,d5789445-11e3-4ad6-9297-b56521675114
656,2025-07-07,عهده موقع,10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
657,2025-07-10,عهده موقع,79500.00,79500.00,d5789445-11e3-4ad6-9297-b56521675114
658,2022-11-08,حساب مورد الرمال النظيفه ياسيين,4100.00,4100.00,d5789445-11e3-4ad6-9297-b56521675114
658,2025-07-15,عهده موقع,8500.00,8500.00,d5789445-11e3-4ad6-9297-b56521675114
659,2025-07-17,عهده موقع,110000.00,110000.00,d5789445-11e3-4ad6-9297-b56521675114
660,2022-11-08,حساب مستخلص الحفر ياسين,2100.00,2100.00,d5789445-11e3-4ad6-9297-b56521675114
660,2025-07-21,تحويل لهيمكس ,100000.00,100000.00,d5789445-11e3-4ad6-9297-b56521675114
661,2025-07-26,عهده موقع,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
662,2022-11-08,من حساب سركي لودر ابو مالك ( مصطفي ),15000.00,15000.00,d5789445-11e3-4ad6-9297-b56521675114
662,2025-07-26,عهده موقع,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
663,2025-07-27,عهده موقع,18000.00,18000.00,d5789445-11e3-4ad6-9297-b56521675114
664,2022-11-08,من حساب سركي المياه مصطفي كرم,3000.00,3000.00,d5789445-11e3-4ad6-9297-b56521675114
664,2025-07-28,عهده موقع,81752.00,81752.00,d5789445-11e3-4ad6-9297-b56521675114
665,2025-07-28,تحويل للحمد ستيل للحديد ( الريناد),500000.00,500000.00,d5789445-11e3-4ad6-9297-b56521675114
666,2022-11-08,يوميه نجار تخصم علي الكهربائي بسبب عدم تظبيط شغل الكهرباء,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
666,2025-07-28,تحويل لهيمكس ,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
667,2025-07-28,دفعه من مستخلص مقاول المباني رامي,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
668,2022-11-08,يوميه تركيب بسكوت سقف اول 32 بتاريخ 5/11,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
668,2025-07-28,عهده موقع,80000.00,80000.00,d5789445-11e3-4ad6-9297-b56521675114
669,2025-07-28,دفعه من ح الريماك لتوريد الاسلاك الكهربائيه,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
670,2022-11-08,دفعه من مستخلص حداده محمد رمضان,30000.00,30000.00,d5789445-11e3-4ad6-9297-b56521675114
670,2025-07-28,دفعه من ح شركه بطيئه لتوريد الخلاطات ,44600.00,44600.00,d5789445-11e3-4ad6-9297-b56521675114
671,2025-07-28,دفعه من مستخلص حسام جمال upvc,150000.00,150000.00,d5789445-11e3-4ad6-9297-b56521675114
672,2022-11-08,ميزان سياره الحديد,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
672,2025-07-28,عهده موقع,785000.00,785000.00,d5789445-11e3-4ad6-9297-b56521675114
673,2025-07-29,دفعه من ح شركه فاست تراك للاطقم الصحي ( ايمن الريماس),80000.00,80000.00,d5789445-11e3-4ad6-9297-b56521675114
674,2022-11-08,يوميه عامل تركيب بسكوت سقف اول 24.دك قصيه 43.,85.00,85.00,d5789445-11e3-4ad6-9297-b56521675114
674,2025-07-29,عهده موقع,800000.00,800000.00,d5789445-11e3-4ad6-9297-b56521675114
675,2025-07-30,عهده موقع,1150000.00,1150000.00,d5789445-11e3-4ad6-9297-b56521675114
676,2022-11-08,يوميه عامل تركيب بسكوت سقف اول 24.دك قصيه 43.,85.00,85.00,d5789445-11e3-4ad6-9297-b56521675114
676,2025-07-31,عهده موقع,277000.00,277000.00,d5789445-11e3-4ad6-9297-b56521675114
677,2025-07-17,رد سلفيات,65000.00,65000.00,d5789445-11e3-4ad6-9297-b56521675114
678,2022-11-08,ايجار شقه المهندس طارق عن شهر 10,4500.00,4500.00,d5789445-11e3-4ad6-9297-b56521675114
678,2025-07-28,رد سلفيات,50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
679,2025-07-31,رد سلفيات,252000.00,252000.00,d5789445-11e3-4ad6-9297-b56521675114
680,2022-11-08,شراء لفه خرطوم 29 م   (مخزن),475.00,475.00,d5789445-11e3-4ad6-9297-b56521675114
680,2025-06-24,سلفيات,570000.00,570000.00,d5789445-11e3-4ad6-9297-b56521675114
681,2025-07-15,سلفيات,10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
682,2022-11-08,اكراميه صب بمب صب اعمده ثاني 31  وتركيب بسكوت للاعمده بتاريخ 5/11,380.00,380.00,d5789445-11e3-4ad6-9297-b56521675114
682,2025-07-21,سلفيات,98000.00,98000.00,d5789445-11e3-4ad6-9297-b56521675114
683,2025-07-28,رد سلفيات,4572000.00,4572000.00,d5789445-11e3-4ad6-9297-b56521675114
684,2022-11-08,.2يوميه تسويه ردم في قصيه 43 وتركيب بسكوت سقف اول 26.,170.00,170.00,d5789445-11e3-4ad6-9297-b56521675114
684,2025-07-28,رد سلفيه كانت للمهندس صلاح يونس ,150000.00,150000.00,d5789445-11e3-4ad6-9297-b56521675114
685,2025-07-28,رد سلفيه كانت للمهندس محمد زكريا ,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
686,2022-11-08,.2يوميه تسويه ردم في قصيه 43 وتركيب بسكوت سقف اول 26.,170.00,170.00,d5789445-11e3-4ad6-9297-b56521675114
687,2025-07-17,سلفيه من م محمد مسعد,200000.00,200000.00,d5789445-11e3-4ad6-9297-b56521675114
688,2022-11-08,اكراميه بمب صب اعمده اول 42 .ثاني 31. ,75.00,75.00,d5789445-11e3-4ad6-9297-b56521675114
688,2025-07-31,رد سلفيه الي المهندس محمد مسعد,200000.00,200000.00,d5789445-11e3-4ad6-9297-b56521675114
689,2025-07-28,رد سلفيات لمشروع بدر,1050000.00,1050000.00,d5789445-11e3-4ad6-9297-b56521675114
690,2022-11-08,اكراميه بمب صب اعمده اول 42 .ثاني 31. ,75.00,75.00,d5789445-11e3-4ad6-9297-b56521675114
690,2025-01-31,مستخلص رقم  32,26669047.90,26669047.90,d5789445-11e3-4ad6-9297-b56521675114
691,2025-01-31,مستخلص رقم  32,6535274.14,6535274.14,d5789445-11e3-4ad6-9297-b56521675114
692,2022-11-08,بنزين للمولد,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
